NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,CD,KV40,Water,Status,Outliers,Interpretation
9.8,4.9,1.0,0.2,11.0,82.0,0.6,0.4,2.0,0.0,0.8,0.1,0.1,0.1,3313.0,12.0,1068.0,107.0,1388.0,0.3,0.1,1.1,0.1,109.3,0.1,Normal,[],Condition satisfactory.
8.6,4.3,0.9,0.3,13.0,101.0,0.8,0.8,0.8,0.0,0.9,0.0,0.0,0.0,2793.0,8.2,919.0,86.0,1185.0,0.4,0.1,0.5,0.1,96.4,0.1,Normal,[],Condition satisfactory.
1.7,5.2,3.3,0.7,26.0,91.0,0.0,1.5,0.2,0.0,2.6,0.5,1.4,0.0,86.0,1.3,429.0,2.5,47.0,0.6,0.5,0.0,0.0,149.8,0.1,Serious,"['CA', 'B', 'ZN']",Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
1.6,4.7,3.3,1.1,29.0,167.0,0.0,2.0,0.3,0.0,3.4,0.5,1.4,0.0,41.0,1.1,391.0,2.1,26.0,1.2,0.4,0.0,0.0,150.1,0.1,Serious,"['CA', 'B', 'ZN']",Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
3.1,4.1,2.0,0.6,22.0,77.0,0.8,1.7,0.3,0.0,1.8,0.5,1.4,0.1,446.0,2.5,484.0,13.0,196.0,0.7,1.3,0.0,0.0,145.0,0.1,Serious,[],Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
1.3,3.8,2.5,1.8,17.0,306.0,0.0,1.4,0.6,0.0,3.6,0.4,1.4,0.0,89.0,1.2,365.0,2.5,45.0,1.1,0.4,0.0,0.0,148.9,0.1,Serious,"['CA', 'B', 'ZN']",Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
1.5,3.8,3.3,1.2,16.0,204.0,0.0,1.4,0.3,0.0,3.1,0.4,1.4,0.0,35.0,0.8,360.0,2.1,21.0,1.5,0.4,0.0,0.0,148.6,0.1,Serious,"['CA', 'B', 'ZN']",Visible debris present. Viscosity not consistent with stated grade. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
1.6,4.7,2.8,0.8,23.0,126.0,0.7,1.0,0.4,0.0,2.3,0.4,1.4,0.0,82.0,0.9,379.0,4.3,42.0,1.0,0.4,0.0,0.0,147.0,0.1,Serious,"['CA', 'B', 'ZN']",Visible debris present. Viscosity not consistent with stated grade. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
1.8,5.2,1.8,2.6,66.0,227.0,0.6,3.4,2.9,0.0,3.0,0.3,1.4,0.0,233.0,1.6,279.0,4.3,127.0,2.0,0.4,0.0,0.0,148.6,0.1,Serious,"['P', 'B']",Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
1.4,4.3,1.8,1.1,38.0,121.0,0.7,0.9,1.1,0.0,2.3,0.3,1.4,0.0,196.0,2.0,285.0,4.7,104.0,1.2,0.4,0.0,0.0,163.0,0.1,Serious,"['P', 'B', 'ZN']",Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
1.7,3.7,1.5,1.6,48.0,141.0,0.0,2.3,2.6,0.1,2.2,0.3,1.4,0.0,240.0,1.7,283.0,5.1,123.0,1.5,0.4,0.0,0.0,148.4,0.1,Serious,"['P', 'B']",Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
1.6,6.7,3.8,0.7,36.0,94.0,0.0,1.5,0.4,0.0,2.7,0.5,1.4,0.1,158.0,1.8,363.0,4.2,77.0,0.6,0.5,0.0,0.0,146.4,0.1,Serious,"['B', 'ZN']",Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
1.1,9.7,7.4,0.7,24.0,84.0,0.0,1.3,0.7,0.2,2.4,0.8,1.6,0.2,49.0,1.1,327.0,4.6,28.0,0.9,0.6,1.5,0.2,148.7,0.1,Serious,"['CA', 'P', 'B', 'ZN']",Visible debris present. Viscosity not consistent with stated grade / application type. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
7.2,21.0,3.1,0.6,64.0,113.0,2.1,0.7,1.1,0.0,2.4,0.2,0.0,0.0,3398.0,9.7,1104.0,107.0,1398.0,0.4,0.0,1.8,0.0,106.2,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
5.1,24.0,3.1,1.0,63.0,112.0,1.9,1.0,0.7,0.0,2.1,0.1,0.0,0.1,3556.0,8.3,1144.0,111.0,1467.0,0.2,0.0,2.2,0.1,106.0,0.1,Normal,[],Condition satisfactory.
13.0,10.0,1.0,0.3,59.0,67.0,0.3,0.5,0.3,0.0,1.2,0.0,0.0,0.9,3676.0,9.4,1190.0,114.0,1509.0,0.0,7.6,3.1,0.1,109.1,0.1,Normal,['LI'],Condition satisfactory.
5.8,26.0,4.1,1.1,103.0,128.0,3.0,1.5,1.2,0.0,2.5,0.2,0.1,0.1,3494.0,9.5,1117.0,115.0,1391.0,0.4,0.1,2.7,0.1,106.7,0.1,Normal,[],Condition satisfactory.
7.2,17.0,16.0,4.0,98.0,836.0,1.0,3.2,1.0,0.0,17.0,1.2,0.1,0.2,43.0,4.5,2000.0,5.2,71.0,2.0,0.1,1.5,0.0,192.9,0.1,Serious,"['CR', 'FE', 'MN', 'CA', 'B', 'ZN']",Viscosity not consistent with stated grade but consistent with previous sample. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
8.9,16.0,14.0,3.3,90.0,710.0,1.1,1.4,0.8,0.0,15.0,1.0,0.1,0.3,508.0,6.0,2000.0,17.0,277.0,1.6,1.6,2.1,0.0,177.3,0.1,Serious,['FE'],Viscosity not consistent with stated grade. Visible debris present but wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.  
8.6,21.0,19.0,3.8,125.0,867.0,2.1,2.8,0.8,0.0,17.0,0.9,0.1,0.1,51.0,4.0,2000.0,6.2,75.0,2.8,0.1,1.4,0.0,193.4,0.1,Serious,"['AL', 'CR', 'FE', 'MN', 'CA', 'B', 'ZN']",Visible debris present. Viscosity not consistent with stated grade. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.  
15.0,9.5,1.0,0.1,14.0,19.0,0.0,0.0,4.9,0.0,0.8,0.0,0.0,0.0,3296.0,9.2,1494.0,106.0,1344.0,0.1,0.1,0.9,0.0,123.0,0.1,Normal,[],Condition satisfactory.
15.0,9.8,1.0,0.1,15.0,18.0,0.0,0.0,5.1,0.0,0.8,0.0,0.0,0.0,3231.0,9.0,1458.0,108.0,1302.0,0.0,0.0,0.5,0.0,123.0,0.1,Normal,[],Condition satisfactory.
15.0,9.9,0.9,0.1,14.0,20.0,0.0,0.0,3.7,0.0,0.8,0.0,0.0,0.1,3215.0,9.9,1434.0,108.0,1283.0,0.0,0.0,0.6,0.0,122.6,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
14.0,11.0,1.2,0.2,22.0,25.0,0.0,0.0,1.9,0.0,1.2,0.1,0.0,0.1,3262.0,9.6,1458.0,109.0,1263.0,0.0,0.2,1.0,0.0,126.3,0.1,Normal,[],Condition satisfactory.
12.0,10.0,1.3,0.2,30.0,32.0,0.0,0.0,1.5,0.0,1.3,0.1,0.0,0.1,3096.0,7.9,1454.0,98.0,1239.0,0.1,0.0,0.9,0.0,124.9,0.1,Normal,[],Condition satisfactory.
13.0,8.8,1.5,0.2,24.0,24.0,0.1,0.0,1.5,0.0,1.1,0.1,0.0,0.0,3207.0,9.0,1388.0,104.0,1255.0,0.0,0.1,0.9,0.0,124.4,0.1,Normal,[],Condition satisfactory.
15.0,11.0,3.6,0.5,31.0,113.0,0.2,0.0,2.5,0.0,2.5,0.3,0.0,0.1,3108.0,21.0,1411.0,112.0,1255.0,0.3,0.1,0.9,0.0,125.2,0.1,Normal,[],Condition satisfactory.
15.0,11.0,3.9,0.6,35.0,120.0,0.0,0.0,2.8,0.0,3.1,0.3,0.0,0.1,2823.0,19.0,1422.0,98.0,1161.0,0.4,0.0,1.0,0.0,129.1,0.1,Normal,[],Condition satisfactory.
13.0,8.5,3.3,0.4,38.0,117.0,0.8,0.0,2.6,0.0,2.3,0.1,0.0,0.1,2975.0,20.0,1366.0,104.0,1222.0,0.2,0.0,0.7,0.0,125.2,0.1,Normal,[],Condition satisfactory.
8.3,12.0,11.0,2.1,63.0,621.0,0.4,1.6,0.9,0.0,11.0,0.2,0.1,0.2,48.0,4.8,2000.0,6.0,60.0,1.2,0.0,1.5,0.0,190.6,0.1,Serious,"['CA', 'B', 'ZN']",Visible debris present. Viscosity not consistent with stated grade. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
10.0,28.0,13.0,5.0,86.0,950.0,0.9,0.2,0.8,0.0,16.0,1.8,0.1,0.3,58.0,6.1,2000.0,7.1,68.0,3.3,0.1,1.7,0.0,192.5,0.1,Serious,"['CR', 'FE', 'MN', 'CA', 'ZN']",Visible debris present. Viscosity not consistent with stated grade. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
7.7,17.0,12.0,1.5,36.0,353.0,0.0,0.8,0.6,0.0,8.6,0.8,0.0,0.1,53.0,3.0,2000.0,5.8,48.0,0.8,0.2,1.1,0.0,191.0,0.1,Serious,"['CA', 'B', 'ZN']",Visible debris present. Viscosity not consistent with stated grade. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
8.7,10.0,10.0,1.2,53.0,405.0,0.3,1.6,0.3,0.0,8.1,0.1,0.0,0.1,41.0,3.3,2000.0,5.9,42.0,0.9,0.1,1.1,0.0,192.5,0.1,Serious,"['CA', 'B', 'ZN']",Visible debris present. Viscosity not consistent with stated grade. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
8.8,22.0,14.0,2.8,73.0,640.0,0.4,1.3,0.6,0.0,12.0,2.3,0.1,0.2,149.0,3.4,2000.0,8.1,101.0,2.0,0.3,1.1,0.0,188.4,0.1,Serious,"['TI', 'ZN']",High viscosity noted. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
13.0,14.0,1.5,0.7,5.7,48.0,0.9,0.0,2.1,0.0,2.3,0.2,0.0,0.2,2767.0,18.0,1510.0,90.0,1168.0,0.9,0.1,0.0,0.0,130.0,0.1,Normal,[],Condition satisfactory.
17.0,19.0,8.0,1.2,96.0,385.0,3.1,0.0,3.3,0.0,4.7,0.3,0.0,0.1,3292.0,21.0,1070.0,95.0,1328.0,0.6,0.4,15.0,0.0,97.0,0.1,Normal,['K'],Condition satisfactory.
14.0,17.0,5.6,1.4,85.0,339.0,3.1,2.4,3.5,0.0,3.2,0.3,0.1,0.1,2815.0,19.0,940.0,92.0,1166.0,0.5,0.3,11.0,0.0,81.7,0.1,Serious,['K'],Visible debris present. Low viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
16.0,21.0,8.2,1.1,85.0,416.0,2.7,2.1,3.2,0.0,3.9,0.3,0.1,0.1,3768.0,23.0,1182.0,112.0,1495.0,0.3,0.4,15.0,0.0,103.4,0.1,Normal,['K'],Condition satisfactory.
14.0,12.0,5.4,0.9,50.0,135.0,0.6,0.4,3.8,0.0,3.5,0.2,0.0,0.1,3148.0,14.0,1490.0,114.0,1205.0,0.4,0.1,1.8,0.0,120.8,0.1,Normal,[],Condition satisfactory.
14.0,14.0,4.9,0.6,42.0,97.0,0.4,0.0,3.5,0.0,2.7,0.3,0.0,0.1,3259.0,16.0,1496.0,114.0,1285.0,0.4,0.1,1.4,0.0,121.1,0.1,Normal,[],Condition satisfactory.
8.5,16.0,15.0,5.0,100.0,889.0,1.1,1.1,0.7,0.0,18.0,1.0,0.1,0.2,374.0,5.5,2000.0,19.0,265.0,2.6,0.0,1.6,0.0,184.3,0.1,Serious,"['CR', 'FE', 'MN']",Visible debris present. Viscosity not consistent with stated grade but consistent with previous sample. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. 
16.0,11.0,1.9,0.4,9.5,28.0,0.0,0.0,1.6,0.0,2.3,0.1,0.0,0.2,3830.0,22.0,1209.0,129.0,1561.0,1.5,0.2,1.4,0.0,109.3,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
15.0,9.3,1.6,0.3,4.6,19.0,0.6,0.0,1.2,0.0,1.8,0.1,0.0,0.2,3378.0,19.0,1103.0,113.0,1440.0,1.4,0.1,1.2,0.0,94.7,0.1,Normal,[],Condition satisfactory.
14.0,11.0,3.1,0.6,9.4,36.0,1.5,0.0,2.0,0.0,2.0,0.2,0.0,0.3,2871.0,7.6,1486.0,74.0,1146.0,0.6,0.3,0.8,0.5,132.8,0.1,Serious,[],Very high viscosity. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
14.0,11.0,3.3,0.5,9.5,36.0,1.4,0.0,2.0,0.0,2.0,0.2,0.0,0.3,2854.0,7.6,1478.0,75.0,1147.0,0.5,0.3,0.7,0.5,133.2,0.1,Serious,[],Visible debris present. High viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
14.0,10.0,2.9,0.5,9.4,32.0,1.4,0.0,2.0,0.0,1.8,0.2,0.1,0.3,2848.0,7.5,1485.0,76.0,1144.0,0.5,0.3,0.7,0.5,131.9,0.1,Serious,[],High viscosity noted. The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
17.0,11.0,1.8,0.6,8.5,54.0,0.4,0.2,4.2,0.0,2.4,0.5,0.0,0.2,3905.0,11.0,1141.0,105.0,1592.0,0.3,0.2,1.3,0.5,112.9,0.1,Normal,[],Condition satisfactory.
17.0,12.0,2.0,0.5,7.9,41.0,0.0,0.2,3.9,0.0,2.3,0.7,0.0,0.2,3925.0,11.0,1130.0,106.0,1571.0,0.3,0.2,1.5,0.5,113.9,0.1,Normal,[],Condition satisfactory.
16.0,11.0,1.7,0.6,8.2,54.0,0.0,0.2,4.1,0.0,2.4,0.6,0.0,0.2,3891.0,11.0,1125.0,106.0,1561.0,0.3,0.2,1.4,0.5,112.9,0.1,Normal,[],Condition satisfactory.
13.0,15.0,1.9,1.0,11.0,90.0,4.1,0.0,4.9,0.2,3.4,0.2,0.0,0.3,2721.0,8.6,1318.0,77.0,1116.0,1.4,0.2,0.9,0.5,124.0,0.1,Normal,[],Condition satisfactory.
14.0,16.0,1.9,1.0,11.0,88.0,4.0,0.0,5.2,0.1,3.3,0.2,0.0,0.3,2847.0,8.8,1381.0,79.0,1166.0,1.3,0.3,1.2,0.5,124.5,0.1,Normal,[],Condition satisfactory.
13.0,16.0,2.1,1.1,11.0,93.0,3.8,0.0,5.1,0.0,3.5,0.3,0.0,0.4,2794.0,8.8,1351.0,76.0,1139.0,1.4,0.3,1.0,0.5,122.8,0.1,Normal,[],Condition satisfactory.
9.1,29.0,14.0,3.6,63.0,607.0,13.0,0.0,1.0,0.0,13.0,2.3,0.1,0.3,357.0,5.1,1969.0,15.0,189.0,1.9,0.7,1.4,0.0,179.0,0.1,Serious,['TI'],Viscosity not consistent with stated grade. The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
14.0,13.0,2.0,0.8,8.9,61.0,3.8,0.0,3.2,0.0,3.0,0.3,0.0,0.4,2771.0,17.0,1395.0,82.0,1175.0,1.1,0.4,0.6,0.5,129.9,0.1,Normal,[],Condition satisfactory.
14.0,9.4,0.7,0.2,14.0,22.0,106.0,0.0,3.4,0.0,1.4,0.1,0.0,0.3,3090.0,17.0,1289.0,88.0,1264.0,0.2,1.1,0.7,0.5,124.1,0.1,Caution,['PB'],Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
15.0,13.0,2.2,1.1,6.5,121.0,1.1,0.0,3.2,0.0,3.9,0.3,0.0,0.3,2821.0,18.0,1365.0,82.0,1175.0,2.1,0.3,0.6,0.5,128.4,0.1,Normal,[],Condition satisfactory.
16.0,12.0,2.8,0.9,9.9,111.0,1.0,0.0,3.4,0.0,6.3,0.2,0.0,0.3,3010.0,19.0,1418.0,87.0,1253.0,1.3,0.3,0.6,0.5,127.9,0.1,Normal,[],Condition satisfactory.
14.0,13.0,3.5,1.0,14.0,85.0,4.7,0.0,3.2,0.0,3.3,0.3,0.0,0.3,2938.0,18.0,1376.0,84.0,1204.0,1.6,0.3,0.5,0.5,127.7,0.1,Normal,[],Condition satisfactory.
13.0,12.0,3.4,0.7,13.0,57.0,1.1,0.0,3.0,0.0,2.7,0.3,0.0,0.3,2677.0,17.0,1329.0,79.0,1122.0,1.1,0.2,0.3,0.5,129.0,0.1,Normal,[],Condition satisfactory.
14.0,12.0,2.6,0.8,10.0,65.0,1.2,0.0,3.2,0.0,2.8,0.3,0.0,0.3,2889.0,18.0,1384.0,84.0,1190.0,1.2,0.2,0.6,0.5,129.3,0.1,Normal,[],Condition satisfactory.
14.0,13.0,2.9,1.0,11.0,104.0,2.4,0.1,3.7,0.0,24.0,0.2,0.1,0.3,2843.0,20.0,1510.0,94.0,1203.0,2.0,0.1,0.1,0.0,130.2,0.1,Normal,['MN'],Condition satisfactory.
14.0,11.0,2.4,0.9,7.7,80.0,1.5,0.0,2.7,0.0,8.4,0.2,0.1,0.2,2783.0,20.0,1474.0,94.0,1170.0,1.9,0.1,0.1,0.0,129.7,0.1,Normal,[],Condition satisfactory.
13.0,11.0,2.6,0.9,6.3,96.0,1.9,0.0,2.6,0.0,18.0,0.1,0.0,0.2,2898.0,19.0,1483.0,96.0,1227.0,1.8,0.2,0.2,0.1,129.0,0.1,Normal,['MN'],Condition satisfactory.
13.0,16.0,1.6,1.1,8.5,64.0,1.8,0.0,2.4,0.0,2.8,0.2,0.0,0.2,2698.0,17.0,1460.0,90.0,1119.0,1.2,0.1,0.2,0.0,129.7,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
11.0,7.3,1.0,0.3,8.2,23.0,89.0,0.5,2.4,0.0,0.7,0.0,0.0,0.3,2961.0,18.0,1354.0,94.0,1242.0,0.1,1.1,0.3,0.0,123.4,0.1,Caution,['PB'],Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
13.0,11.0,2.0,0.8,5.9,78.0,1.1,0.0,2.8,0.0,3.7,0.2,0.0,0.2,2746.0,18.0,1426.0,89.0,1159.0,1.2,0.1,0.0,0.1,129.1,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
3.2,5.4,0.2,0.1,30.0,21.0,1.0,2.1,0.7,0.0,0.6,0.1,0.0,0.1,2988.0,6.5,1037.0,77.0,1357.0,0.2,0.7,0.9,0.5,55.9,0.1,Serious,[],Visible debris present. Viscosity not consistent with stated grade. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
4.1,5.1,0.2,0.1,17.0,15.0,73.0,0.9,2.3,0.0,0.6,0.2,0.0,0.1,2977.0,29.0,1062.0,81.0,1385.0,0.1,0.4,2.0,0.5,51.8,0.1,Serious,['PB'],Viscosity not consistent with stated grade. Visible debris present. The level of Lead appears high and may indicate that there is some bearing wear. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
15.0,12.0,1.7,0.4,12.0,35.0,0.8,0.4,1.5,0.0,2.1,0.1,0.0,0.2,3838.0,23.0,1219.0,128.0,1563.0,1.7,0.2,1.6,0.0,108.4,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
20.0,23.0,9.8,0.8,69.0,192.0,0.4,1.5,2.3,0.0,2.0,0.3,0.1,0.1,3440.0,14.0,1078.0,101.0,1375.0,0.9,0.2,14.0,0.0,102.6,0.1,Normal,['K'],Condition satisfactory.
18.0,19.0,7.6,0.8,44.0,173.0,0.1,0.7,2.4,0.0,1.9,0.3,0.1,0.1,3622.0,15.0,1116.0,105.0,1448.0,0.9,0.3,12.0,0.0,102.1,0.1,Normal,['K'],Condition satisfactory.
18.0,25.0,9.8,1.0,122.0,196.0,1.2,1.9,2.1,0.0,3.5,0.4,0.1,0.1,3240.0,13.0,1017.0,95.0,1317.0,1.3,0.2,13.0,0.0,102.9,0.1,Normal,['K'],Condition satisfactory.
15.0,14.0,3.8,0.4,36.0,67.0,0.2,0.9,0.8,0.0,0.9,0.1,0.0,0.1,3681.0,15.0,1132.0,113.0,1479.0,0.3,0.3,13.0,0.0,111.7,0.1,Normal,['K'],Condition satisfactory.
0.0,13.0,4.6,1.0,5.7,92.0,0.9,1.2,11.0,0.0,2.1,0.3,0.0,3.1,34.0,1.7,2000.0,2.5,27.0,0.1,0.0,0.0,0.0,188.3,0.1,Serious,"['NA', 'MO', 'CA', 'B', 'ZN']",Visible debris present. Viscosity not consistent with stated grade but consistent with previous sample. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. 
0.0,14.0,4.2,1.3,40.0,173.0,0.4,2.0,0.0,0.0,2.6,0.1,0.0,0.8,26.0,2.4,1706.0,0.7,36.0,1.0,0.0,0.0,0.0,173.9,0.1,Serious,"['NA', 'CA', 'B', 'ZN']",Viscosity not consistent with stated grade but consistent with previous sample. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
0.0,50.0,13.0,1.8,184.0,255.0,0.2,2.8,0.0,0.0,9.5,0.5,0.0,8.8,17.0,5.0,1906.0,2.7,79.0,1.3,0.0,1.4,0.0,180.3,0.1,Serious,"['NA', 'BA', 'CA', 'B', 'ZN']",Visible debris present. Viscosity not consistent with stated grade but consistent with previous sample. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
6.3,31.0,4.4,0.5,72.0,122.0,1.7,0.9,0.0,0.0,2.2,0.3,0.0,0.1,3331.0,6.6,1004.0,102.0,1303.0,0.3,0.2,1.2,0.0,112.8,0.1,Serious,[],Visible debris present. The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Advice : Change oil if not changed when sampled.
3.8,34.0,5.0,0.7,34.0,81.0,0.1,0.9,0.0,0.0,3.9,0.6,0.0,0.0,3455.0,7.5,1057.0,106.0,1342.0,0.4,0.0,0.9,0.0,114.5,0.1,Normal,[],Condition satisfactory.
12.0,44.0,5.7,1.2,296.0,308.0,8.4,3.0,0.0,0.1,4.9,1.4,0.1,0.2,2952.0,11.0,1017.0,112.0,1215.0,0.7,0.0,4.2,0.0,111.5,0.2,Serious,['CU'],Visible debris present. The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Advice : Change oil if not changed when sampled. 
18.0,18.0,3.9,0.4,21.0,69.0,0.8,0.0,3.6,0.0,1.4,0.3,0.0,0.1,3611.0,9.3,1131.0,120.0,1479.0,0.4,0.1,1.5,0.0,111.3,0.1,Normal,[],Condition satisfactory.
13.0,15.0,5.4,1.6,16.0,95.0,2.2,0.4,0.6,0.0,5.9,0.6,0.0,0.7,3619.0,11.0,1097.0,108.0,1437.0,3.5,0.1,0.0,0.0,111.1,0.1,Normal,[],Condition satisfactory.
14.0,13.0,3.5,1.5,9.5,111.0,0.4,0.3,0.7,0.0,5.2,0.5,0.0,0.8,3611.0,10.0,1102.0,109.0,1432.0,3.3,0.1,0.0,0.0,110.0,0.1,Normal,[],Condition satisfactory.
13.0,11.0,3.5,1.3,9.0,108.0,0.5,0.4,0.5,0.0,4.0,0.4,0.0,1.0,3541.0,11.0,1101.0,106.0,1399.0,3.0,0.2,0.3,0.0,119.5,0.1,Normal,[],Condition satisfactory.
15.0,8.6,1.3,0.4,18.0,59.0,1.6,0.1,5.4,0.0,1.9,0.1,0.0,0.2,3796.0,13.0,1188.0,122.0,1584.0,1.4,0.0,1.5,0.0,106.1,0.1,Normal,[],Condition satisfactory.
14.0,9.4,1.3,0.6,4.7,59.0,2.7,0.6,6.2,0.0,2.8,0.2,0.0,0.1,3746.0,13.0,1175.0,123.0,1540.0,1.1,0.0,1.5,0.0,111.1,0.1,Normal,[],Condition satisfactory.
15.0,7.5,1.5,0.5,14.0,54.0,1.4,0.0,0.7,0.0,1.6,0.1,0.0,0.1,3582.0,11.0,1114.0,116.0,1464.0,0.7,0.0,1.6,0.0,124.6,0.1,Normal,[],Condition satisfactory.
15.0,7.7,1.4,0.4,7.4,44.0,1.3,0.0,0.5,0.0,1.3,0.1,0.0,0.1,3572.0,11.0,1107.0,118.0,1446.0,0.8,0.0,1.5,0.1,113.7,0.1,Normal,[],Condition satisfactory.
16.0,7.5,1.3,0.3,20.0,39.0,1.6,0.0,0.6,0.0,1.4,0.1,0.0,0.2,3523.0,10.0,1101.0,113.0,1450.0,0.8,0.0,1.5,0.0,113.8,0.1,Normal,[],Condition satisfactory.
14.0,5.8,0.6,0.2,2.9,18.0,45.0,0.5,0.4,0.0,0.3,0.0,0.0,0.2,3410.0,9.1,1062.0,109.0,1396.0,0.0,0.2,1.6,0.0,111.7,0.1,Normal,[],Condition satisfactory.
13.0,8.6,1.5,0.4,19.0,44.0,1.0,0.6,3.3,0.0,2.4,0.2,0.0,0.1,3558.0,14.0,1106.0,122.0,1519.0,0.8,0.0,1.9,0.0,121.0,0.1,Normal,[],Condition satisfactory.
13.0,9.0,1.2,0.5,7.4,53.0,1.6,0.0,3.1,0.0,2.4,0.2,0.0,0.2,3480.0,13.0,1072.0,119.0,1450.0,1.4,0.0,1.9,0.0,108.8,0.1,Normal,[],Condition satisfactory.
