NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,CD,KV40,Water,Status,Interpretation
6.7,5.9,2.9,1.0,149.0,219.0,6.8,6.2,0.6,0.0,1.5,0.1,0.0,0.0,178.0,6.5,477.0,226.0,62.0,0.5,0.5,0.4,0.0,33.4,0.1,Caution,Visible debris present. There is evidence of tin present; possibly from bearing/bush wear. Advice : Resample at the next service intervention.
11.0,5.9,13.0,0.3,4.7,69.0,5.5,3.5,0.0,0.0,1.1,0.1,0.1,1.0,182.0,1.6,474.0,180.0,13.0,0.3,0.3,3.4,0.0,34.0,0.1,Normal,Condition satisfactory.
1.1,3.2,0.9,0.1,1.8,3.4,0.0,1.5,0.5,0.0,0.1,0.1,0.1,0.0,233.0,165.0,352.0,5.3,478.0,0.0,0.2,0.6,0.0,42.7,0.1,Serious,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
15.0,14.0,3.1,0.5,18.0,45.0,0.0,1.9,1.1,0.0,0.8,0.2,0.1,0.3,3565.0,21.0,1112.0,100.0,1463.0,0.4,2.3,2.2,0.2,107.4,0.1,Normal,Condition satisfactory.
10.0,15.0,6.7,2.0,55.0,428.0,0.0,2.6,0.8,0.0,4.7,0.5,0.1,0.1,3171.0,38.0,1022.0,87.0,1340.0,0.8,0.2,1.7,0.2,97.4,0.1,Normal,Condition satisfactory.
8.9,10.0,3.8,0.3,0.5,29.0,7.1,1.1,0.0,0.0,0.2,0.1,0.1,0.0,1204.0,4.3,608.0,130.0,504.0,0.2,0.2,5.0,0.0,35.8,0.1,Normal,Condition satisfactory.
4.0,10.0,3.9,1.6,21.0,287.0,0.0,2.3,0.9,0.0,3.0,0.4,0.1,0.2,1029.0,162.0,532.0,30.0,717.0,0.7,0.3,1.1,0.2,51.1,0.1,Serious,Viscosity not consistent with stated grade. Visible debris present but wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
5.6,8.9,3.9,1.6,45.0,324.0,0.0,2.7,0.8,0.0,3.3,0.3,0.1,0.1,1677.0,142.0,679.0,48.0,883.0,0.6,0.2,1.3,0.1,61.8,0.1,Serious,Visible debris present. Viscosity not consistent with stated grade. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
0.8,4.4,6.3,0.4,1.7,20.0,1.1,1.0,48.0,0.0,0.3,0.1,0.8,0.0,1363.0,974.0,649.0,58.0,892.0,0.2,0.0,2.4,0.0,90.2,0.1,Normal,Condition satisfactory.
15.0,64.0,13.0,0.4,7.1,141.0,7.7,1.3,0.6,0.0,1.6,0.1,0.1,0.8,252.0,5.5,482.0,201.0,52.0,0.1,0.2,2.0,0.0,34.3,0.1,Serious,Sodium suggests possible environmental contamination or contamination with a sodium based product. Sample has an abnormal level of Silicon suggesting possible ingress of environmental contamination. The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Change fluid and check unit for source of contamination. 
2.3,4.8,3.2,0.5,2.3,21.0,0.0,0.6,46.0,0.0,0.3,0.1,0.0,0.0,1333.0,815.0,585.0,36.0,883.0,0.4,0.1,2.4,0.0,90.6,0.1,Normal,Condition satisfactory.
10.0,7.1,4.5,0.2,7.2,70.0,3.9,0.0,0.0,0.0,1.0,0.1,0.0,0.2,187.0,2.8,517.0,221.0,14.0,0.0,0.1,3.4,0.0,34.6,0.1,Normal,Condition satisfactory.
15.0,8.6,2.3,0.4,17.0,60.0,0.6,0.0,1.7,0.0,1.5,0.1,0.1,0.1,3785.0,13.0,1190.0,123.0,1533.0,0.0,0.1,1.1,0.0,106.4,0.1,Normal,Condition satisfactory.
13.0,14.0,4.8,1.3,177.0,232.0,2.9,3.4,2.1,0.0,4.6,0.2,0.1,1.0,3381.0,13.0,1206.0,112.0,1385.0,1.6,0.2,2.3,0.0,108.4,0.1,Normal,Condition satisfactory.
16.0,16.0,4.8,0.6,54.0,61.0,0.6,1.4,1.2,0.0,1.7,0.3,0.1,0.5,3560.0,14.0,1119.0,112.0,1459.0,0.1,2.5,3.9,0.1,109.5,0.1,Normal,Condition satisfactory.
14.0,9.9,2.7,0.7,35.0,110.0,1.8,0.0,1.8,0.0,2.0,0.1,0.1,0.1,3643.0,13.0,1143.0,117.0,1491.0,0.3,0.1,1.0,0.0,105.7,0.1,Serious,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
7.1,4.7,3.7,0.3,1.3,33.0,4.2,0.3,0.0,0.0,0.3,0.0,0.1,0.1,714.0,2.4,475.0,123.0,300.0,0.1,0.0,1.7,0.0,36.0,0.1,Normal,Condition satisfactory. 
11.0,4.4,11.0,0.1,3.2,34.0,4.2,2.1,0.3,0.0,0.9,0.1,0.1,0.5,192.0,4.5,492.0,225.0,14.0,0.0,0.1,2.6,0.0,35.7,0.1,Normal,Condition satisfactory.
13.0,21.0,9.1,1.3,89.0,217.0,3.6,0.9,0.4,0.0,2.7,0.2,0.1,0.1,3503.0,7.7,1088.0,111.0,1378.0,0.2,0.0,2.2,0.0,109.0,0.1,Serious,Visible debris present. The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Advice : Change oil if not changed when sampled.
14.0,20.0,8.5,2.9,82.0,305.0,4.2,1.0,0.7,0.0,3.5,0.3,0.1,0.2,3416.0,9.9,1062.0,106.0,1326.0,0.3,0.0,3.3,0.0,111.2,0.1,Serious,The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. 
16.0,42.0,17.0,0.9,44.0,174.0,1.4,0.5,0.7,0.0,4.9,1.3,0.3,0.2,3741.0,16.0,1135.0,118.0,1443.0,0.3,0.0,4.1,0.0,113.3,0.1,Caution,Visible debris present. The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Advice : Resample at the next service intervention.
20.0,8.5,2.2,0.3,66.0,34.0,2.0,0.8,1.3,0.0,2.3,0.1,0.1,0.9,3534.0,16.0,1108.0,116.0,1457.0,0.1,8.6,2.0,0.1,107.0,0.1,Serious,Visible debris present. The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Advice : Change oil if not changed when sampled.
8.8,5.1,5.6,0.2,4.5,35.0,3.3,0.4,0.5,0.0,1.0,0.0,0.0,0.7,175.0,1.9,511.0,224.0,8.4,0.0,0.1,4.2,0.0,34.8,0.1,Normal,Condition satisfactory.
16.0,9.3,2.4,0.4,15.0,51.0,0.7,0.7,0.6,0.0,1.4,0.1,0.1,0.1,3542.0,13.0,1176.0,112.0,1412.0,0.1,0.0,0.7,0.0,115.6,0.1,Normal,Condition satisfactory.
16.0,10.0,3.5,0.5,28.0,90.0,0.6,1.0,0.8,0.0,2.1,0.2,0.1,0.1,3408.0,13.0,1169.0,108.0,1363.0,0.3,0.0,0.4,0.0,116.7,0.1,Normal,Condition satisfactory.
18.0,8.9,2.5,0.3,69.0,29.0,1.3,1.8,1.1,0.0,1.8,0.1,0.1,1.6,3469.0,14.0,1090.0,109.0,1415.0,0.0,9.9,2.2,0.1,100.4,0.1,Normal,Condition satisfactory.
16.0,11.0,3.4,0.5,16.0,91.0,0.1,0.0,0.8,0.0,1.6,0.2,0.1,0.1,3440.0,13.0,1195.0,107.0,1381.0,0.1,0.1,0.6,0.0,115.1,0.1,Normal,Condition satisfactory.
6.6,3.6,4.2,0.1,1.1,6.5,2.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,437.0,1.4,381.0,128.0,185.0,0.0,0.1,1.5,0.0,34.3,0.1,Normal,Condition satisfactory. 
23.0,4.7,2.7,0.4,3.4,12.0,0.0,0.6,47.0,0.0,0.9,0.1,0.0,0.0,1376.0,776.0,676.0,77.0,918.0,1.9,0.2,20.0,0.0,91.4,0.1,Normal,Condition satisfactory.
12.0,6.1,9.9,0.4,10.0,93.0,11.0,0.6,0.7,0.0,2.3,0.1,0.1,1.3,176.0,1.6,476.0,204.0,16.0,0.3,0.4,6.5,0.0,33.9,0.1,Caution,The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Resample at the next service intervention.
14.0,11.0,3.8,0.9,30.0,143.0,0.9,0.5,1.1,0.0,3.7,0.5,0.1,0.1,2893.0,11.0,1255.0,100.0,1172.0,0.4,0.0,0.8,0.0,118.0,0.1,Serious,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..
15.0,12.0,4.2,1.0,55.0,139.0,1.6,0.4,0.9,0.0,4.2,0.4,0.1,0.1,2950.0,11.0,1293.0,101.0,1200.0,0.5,0.0,0.6,0.0,119.0,0.1,Serious,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule..
17.0,8.6,1.9,0.5,44.0,68.0,0.3,0.4,1.2,0.0,1.3,0.1,0.0,0.3,3549.0,13.0,1109.0,114.0,1433.0,0.1,1.7,0.4,0.0,107.9,0.1,Normal,Condition satisfactory.
15.0,13.0,4.2,1.0,28.0,140.0,0.9,0.5,0.9,0.0,3.8,0.4,0.1,0.0,2985.0,11.0,1283.0,102.0,1197.0,0.3,0.0,0.7,0.0,118.2,0.1,Normal,Condition satisfactory.
10.0,9.5,2.8,0.1,0.8,33.0,7.0,0.0,0.1,0.1,0.4,0.1,0.1,0.2,1386.0,6.8,664.0,126.0,598.0,0.1,0.1,3.2,0.1,37.2,0.1,Normal,Condition satisfactory. 
7.6,14.0,16.0,5.8,139.0,1044.0,1.9,3.4,0.9,0.0,19.0,2.4,0.2,0.3,77.0,3.8,1986.0,11.0,183.0,4.6,0.1,0.9,0.0,196.4,0.1,Serious,The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. 
8.8,18.0,17.0,6.2,157.0,1126.0,1.4,3.1,0.9,0.0,23.0,1.6,0.2,0.3,57.0,4.2,2000.0,9.1,86.0,4.4,0.0,1.3,0.0,197.0,0.1,Serious,The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. 
13.0,7.5,2.3,0.3,49.0,33.0,0.4,1.2,5.3,0.0,1.1,0.1,0.1,0.2,3448.0,24.0,1079.0,122.0,1397.0,0.0,1.4,1.4,0.0,111.8,0.1,Caution,The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Resample at the next service intervention.
8.2,14.0,16.0,6.1,128.0,1026.0,1.8,1.2,0.8,0.0,21.0,2.2,0.2,0.3,115.0,4.5,2000.0,9.8,106.0,3.2,0.1,0.9,0.0,197.3,0.1,Serious,The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. 
1.3,4.0,2.9,0.6,2.0,17.0,0.0,0.6,47.0,0.0,0.3,0.1,0.0,0.0,1379.0,803.0,669.0,68.0,900.0,0.4,0.2,1.3,0.0,88.4,0.1,Normal,Condition satisfactory.
4.8,4.9,2.3,17.0,2.9,13.0,0.0,0.3,0.8,0.0,0.3,0.1,0.1,0.1,125.0,17.0,338.0,5.9,428.0,0.0,0.0,1.4,0.0,45.9,0.1,Serious,ISO cleanliness particle count high. The level of Chromium appears high and suggest wear of a pump and/ or hydraulic rods/pistons. Action should be taken to correct - Consider fluid change and/or filter change. Additionally consider check unit for abnormal noise or vibration & feedback inspection findings.     
3.8,8.3,1.2,10.0,2.3,31.0,0.4,0.1,0.6,0.0,0.5,0.1,0.0,0.2,127.0,2.4,322.0,3.4,438.0,0.0,0.0,0.2,0.0,42.9,0.1,Serious,The level of Chromium appears high and suggest wear of a pump and/ or hydraulic rods/pistons. ISO cleanliness particle count high. Action should be taken to correct - Consider fluid change and/or filter change. Additionally consider check unit for abnormal noise or vibration & feedback inspection findings.
3.8,6.0,0.9,3.2,1.8,5.7,0.1,0.2,0.0,0.0,0.2,0.0,0.1,0.1,125.0,1.3,333.0,7.0,431.0,0.0,0.0,0.2,0.0,41.5,0.1,Normal,Condition satisfactory.
3.4,9.8,3.4,0.3,2.3,8.2,0.4,0.2,0.9,0.0,0.2,0.1,0.0,0.1,143.0,1.7,342.0,10.0,440.0,0.0,0.0,0.4,0.0,41.6,0.1,Normal,Condition satisfactory.
0.0,11.0,0.2,0.1,9.5,20.0,8.9,1.1,1.2,0.0,0.3,0.0,0.1,0.1,3644.0,7.0,1199.0,118.0,1547.0,0.1,0.4,0.2,0.1,46.7,0.1,Serious,Visible debris present. Low viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
3.8,11.0,0.6,0.1,8.9,9.0,11.0,1.4,1.7,0.0,0.2,0.1,0.1,0.1,3514.0,12.0,1123.0,114.0,1456.0,0.1,1.0,0.1,0.2,47.2,0.1,Serious,Visible debris present. Low viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
8.6,20.0,8.9,1.4,113.0,454.0,3.1,5.6,2.2,0.0,3.4,0.3,0.1,0.2,2747.0,14.0,947.0,88.0,1216.0,4.6,0.1,1.6,0.1,83.4,0.1,Serious,Visible debris present. Low viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
12.0,126.0,27.0,2.8,11.0,432.0,4.5,0.0,5.4,0.0,5.1,1.4,0.2,0.4,3680.0,23.0,1132.0,123.0,1449.0,3.0,0.1,5.8,0.0,110.7,0.1,Caution,Visible debris present. Silicon evident suggesting possible ingress of environmental contamination or a Silicon based product (e.g.  Silicon grease/assembly compound). Wear appears satisfactory. Advice : Resample at the next service intervention.
6.2,13.0,5.4,1.4,73.0,175.0,4.6,4.5,0.5,0.0,1.6,0.2,0.0,0.2,195.0,1.8,489.0,224.0,23.0,0.3,0.4,0.7,0.0,33.1,0.1,Caution,Visible debris present. Low viscosity noted. Wear appears satisfactory. Advice : Resample at the next service intervention.
2.7,4.1,6.6,1.2,2.6,21.0,0.5,0.3,56.0,0.0,0.5,0.1,0.7,0.0,1413.0,797.0,743.0,131.0,973.0,0.3,0.0,2.1,0.0,86.9,0.1,Normal,Condition satisfactory.
17.0,9.7,10.0,0.4,40.0,76.0,1.4,1.2,2.2,0.0,1.5,0.2,0.0,0.2,3741.0,14.0,1189.0,119.0,1525.0,0.3,0.2,5.4,0.1,108.2,0.1,Normal,Condition satisfactory.
16.0,12.0,8.1,0.4,26.0,72.0,1.2,1.6,2.1,0.0,1.1,0.2,0.0,0.1,3846.0,13.0,1171.0,123.0,1533.0,0.3,0.3,5.4,0.0,109.9,0.1,Normal,Condition satisfactory.
16.0,7.7,1.8,0.5,34.0,64.0,0.7,1.8,1.7,0.0,1.0,0.1,0.0,0.8,3742.0,11.0,1152.0,118.0,1501.0,0.3,3.0,1.2,0.1,112.3,0.1,Normal,Condition satisfactory.
16.0,9.3,5.3,0.4,33.0,84.0,0.9,0.7,2.0,0.0,1.3,0.1,0.0,0.2,3782.0,13.0,1177.0,121.0,1518.0,0.3,0.3,5.6,0.0,109.5,0.1,Normal,Condition satisfactory.
8.4,4.7,5.9,0.1,1.9,35.0,1.4,2.2,0.2,0.0,0.4,0.0,0.0,0.2,223.0,1.1,511.0,242.0,21.0,0.1,0.1,1.0,0.0,34.9,0.1,Normal,Condition satisfactory.
13.0,7.8,4.4,0.4,22.0,37.0,1.2,1.4,3.8,0.0,0.8,0.1,0.0,0.1,3143.0,9.4,994.0,104.0,1322.0,0.1,0.1,1.6,0.0,93.5,0.1,Normal,Condition satisfactory.
16.0,8.2,4.5,0.3,17.0,41.0,0.6,1.1,4.3,0.0,0.7,0.1,0.1,0.1,3677.0,11.0,1133.0,120.0,1489.0,0.2,0.1,2.0,0.0,107.7,0.1,Normal,Condition satisfactory.
16.0,8.2,1.3,0.2,14.0,34.0,0.2,1.2,5.5,0.0,0.5,0.0,0.1,0.1,3651.0,12.0,1132.0,121.0,1469.0,0.2,0.4,0.2,0.1,110.3,0.1,Normal,Condition satisfactory.
15.0,7.7,3.9,0.3,16.0,39.0,0.9,1.2,4.5,0.0,0.7,0.1,0.1,0.1,3564.0,11.0,1109.0,115.0,1455.0,0.1,0.1,2.0,0.0,105.8,0.1,Normal,Condition satisfactory.
8.4,7.5,8.4,0.2,4.0,79.0,4.0,1.3,0.6,0.0,1.3,0.2,0.0,0.7,186.0,2.6,480.0,221.0,12.0,0.3,0.1,5.3,0.0,33.9,0.1,Caution,Visible debris present. The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Resample at the next service intervention.
12.0,36.0,8.5,1.5,668.0,669.0,6.4,16.0,1.7,0.0,5.8,0.3,0.1,0.3,3540.0,13.0,1135.0,93.0,1349.0,1.0,0.1,3.2,0.1,109.3,0.1,Serious,Visible debris present. The levels of Copper and Tin suggest possible wear of a bearing or bush type material. Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample.
15.0,27.0,6.6,1.2,10.0,112.0,2.0,0.4,2.2,0.0,4.9,0.3,0.1,0.3,3855.0,15.0,1188.0,125.0,1546.0,2.2,0.1,2.5,0.0,105.5,0.1,Normal,Condition satisfactory.
7.7,5.4,13.0,0.2,4.0,57.0,20.0,3.8,0.4,0.0,0.9,0.0,0.0,0.7,179.0,1.9,490.0,220.0,8.2,0.2,0.1,1.0,0.1,36.3,0.1,Normal,Condition satisfactory.
13.0,8.0,1.9,0.6,3.9,82.0,1.2,0.5,0.8,0.0,2.4,0.1,0.1,0.3,3442.0,10.0,1209.0,110.0,1395.0,1.8,0.1,1.2,0.0,118.1,0.1,Normal,Condition satisfactory.
12.0,8.7,2.1,0.7,7.9,98.0,0.8,0.9,0.7,0.0,2.8,0.1,0.1,0.2,3316.0,10.0,1178.0,105.0,1354.0,1.7,0.1,0.6,0.1,118.5,0.1,Normal,Condition satisfactory.
13.0,9.0,3.0,0.7,35.0,79.0,3.4,1.0,0.8,0.0,6.6,0.1,0.1,0.2,3341.0,10.0,1228.0,106.0,1384.0,1.6,0.1,1.0,0.0,117.7,0.1,Serious,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
12.0,6.2,1.6,0.4,6.9,33.0,75.0,1.0,0.6,0.0,0.6,0.1,0.1,1.0,3584.0,10.0,1115.0,110.0,1434.0,0.2,0.4,1.1,0.0,112.0,0.1,Caution,Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
5.9,6.8,5.8,0.0,0.4,29.0,1.7,1.3,0.3,0.0,0.3,0.0,0.1,0.1,1761.0,5.9,707.0,135.0,707.0,0.1,0.1,0.4,0.0,34.5,0.1,Normal,Condition satisfactory. 
18.0,6.9,1.6,0.3,34.0,25.0,1.0,1.8,0.6,0.0,1.5,0.1,0.0,1.8,3618.0,11.0,1126.0,113.0,1477.0,0.1,8.2,1.5,0.1,107.2,0.1,Normal,Condition satisfactory.
3.0,11.0,0.7,0.1,2.6,4.7,0.0,1.6,2.0,0.1,0.3,0.1,0.1,5.4,3477.0,10.0,1111.0,107.0,1412.0,0.1,0.1,0.4,0.1,48.9,0.1,Normal,Condition satisfactory.
2.5,3.3,4.0,0.6,3.5,15.0,0.0,1.3,46.0,0.0,0.4,0.0,0.7,0.0,1451.0,915.0,734.0,102.0,915.0,0.2,0.0,0.9,0.0,90.4,0.1,Normal,Condition satisfactory.
10.0,4.2,2.6,0.2,2.8,19.0,1.6,1.7,0.5,0.1,0.6,0.1,0.1,0.4,316.0,2.0,527.0,225.0,67.0,0.3,0.2,5.3,0.0,35.1,0.1,Normal,Condition satisfactory.
15.0,10.0,3.3,1.0,25.0,92.0,0.0,1.1,0.9,0.1,4.3,0.9,0.1,0.2,2805.0,9.5,1371.0,94.0,1140.0,0.5,0.2,0.5,0.1,125.5,0.1,Normal,Condition satisfactory.
14.0,12.0,3.7,0.9,26.0,93.0,0.3,1.0,0.4,0.0,4.5,0.4,0.1,0.1,2822.0,9.2,1392.0,92.0,1141.0,0.4,0.1,0.6,0.1,125.2,0.1,Normal,Condition satisfactory.
14.0,11.0,3.3,0.8,24.0,90.0,0.0,0.9,0.7,0.0,4.3,0.6,0.1,0.1,2790.0,9.5,1352.0,90.0,1143.0,0.3,0.1,0.4,0.0,124.4,0.1,Normal,Condition satisfactory.
18.0,7.0,1.6,0.2,15.0,15.0,0.4,0.9,0.8,0.0,0.7,0.1,0.0,0.3,3895.0,12.0,1182.0,125.0,1582.0,0.2,1.4,0.6,0.0,110.2,0.1,Normal,Condition satisfactory.
9.2,7.7,1.3,0.1,0.6,16.0,5.7,1.4,0.9,0.0,0.2,0.0,0.0,0.1,1044.0,6.4,556.0,141.0,432.0,0.1,0.1,3.1,0.0,33.9,0.1,Normal,Condition satisfactory.
1.1,10.0,6.0,4.3,3.6,20.0,1.0,0.6,7.0,0.1,0.3,0.3,0.2,0.1,1163.0,119.0,586.0,51.0,768.0,0.2,0.1,0.6,0.1,46.3,0.1,Serious,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
0.9,4.3,2.0,0.6,2.4,7.1,0.1,1.0,0.8,0.1,0.2,0.1,0.1,0.2,141.0,2.6,328.0,6.0,449.0,0.1,0.1,0.1,0.1,43.7,0.1,Serious,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
0.0,3.0,0.8,0.4,1.4,4.9,0.1,1.2,0.4,0.0,0.1,0.0,0.0,0.6,120.0,1.2,330.0,4.5,447.0,0.0,0.0,0.0,0.1,40.8,0.1,Serious,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
508.0,8.2,6.2,1.5,56.0,37.0,0.5,1.6,50.0,0.3,0.8,0.0,0.7,0.1,1457.0,866.0,574.0,51.0,873.0,0.4,0.0,65.0,0.0,92.3,0.1,Serious,Abnormal sodium & potassium suggest coolant contamination. Copper present; but not significant and possibly normal leaching from copper based components or copper oil cooler if used. Advice : Pressure check coolant system (if applicable) and feedback findings before next sample. Change oil if not changed when sampled. 
0.3,12.0,6.5,1.5,14.0,35.0,0.8,0.7,0.4,0.0,0.3,0.3,0.0,0.2,101.0,1.0,313.0,1.3,419.0,0.1,0.0,0.5,0.0,43.1,0.1,Serious,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
20.0,24.0,4.3,0.4,1.5,44.0,0.9,0.0,6.1,0.0,1.2,0.4,0.0,0.2,4239.0,14.0,1359.0,147.0,1672.0,2.1,0.1,1.4,0.0,109.9,0.1,Normal,Condition satisfactory.
17.0,11.0,1.7,0.3,0.9,24.0,0.2,0.0,5.5,0.0,1.2,0.1,0.0,0.1,4144.0,14.0,1305.0,133.0,1688.0,0.7,0.0,0.9,0.0,111.8,0.1,Normal,Condition satisfactory.
18.0,10.0,1.6,0.3,1.7,23.0,1.2,0.0,5.3,0.0,0.9,0.1,0.0,0.2,3884.0,12.0,1232.0,128.0,1560.0,0.7,0.2,0.9,0.0,112.0,0.1,Normal,Condition satisfactory.
8.4,7.8,2.8,0.2,0.8,210.0,0.9,0.0,0.2,0.0,1.4,0.0,0.1,0.1,2031.0,7.9,810.0,163.0,812.0,0.3,0.1,1.1,0.0,35.6,0.1,Normal,Condition satisfactory.
2.3,3.9,5.6,0.7,4.1,19.0,0.0,0.0,49.0,0.0,0.5,0.1,0.7,0.1,1407.0,956.0,711.0,77.0,923.0,0.4,0.1,1.7,0.0,89.5,0.1,Normal,Condition satisfactory.
9.6,6.7,9.4,0.4,9.7,144.0,12.0,2.0,1.1,0.0,1.7,0.1,0.1,1.3,181.0,7.1,432.0,188.0,23.0,0.3,0.1,3.8,0.0,34.9,0.1,Serious,The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Change oil if not changed when sampled.
11.0,7.5,1.5,0.3,35.0,266.0,1.0,0.6,0.9,0.0,2.6,0.1,0.1,0.1,3182.0,12.0,1016.0,107.0,1265.0,0.3,0.1,0.4,0.0,114.3,0.1,Normal,Condition satisfactory.
6.5,6.9,8.5,0.3,4.6,78.0,4.3,0.5,0.6,0.0,1.3,0.1,0.0,0.8,229.0,1.5,471.0,217.0,28.0,0.3,0.2,5.3,0.0,34.7,0.1,Caution,Visible debris present. The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Resample at the next service intervention.
14.0,10.0,2.5,0.5,20.0,57.0,0.9,0.0,1.2,0.0,1.5,0.3,0.1,0.3,3314.0,13.0,1126.0,117.0,1319.0,0.3,0.1,0.3,0.0,112.0,0.1,Normal,Condition satisfactory.
13.0,27.0,7.1,1.1,121.0,174.0,2.6,0.0,1.8,0.0,3.1,0.5,0.1,0.7,3269.0,14.0,1112.0,115.0,1344.0,1.2,0.1,1.5,0.0,111.7,0.1,Normal,Condition satisfactory.
0.0,31.0,18.0,11.0,7.5,24.0,0.0,0.2,0.6,0.0,0.3,0.5,0.1,0.7,250.0,6.7,356.0,11.0,464.0,0.1,0.0,1.6,0.0,41.6,0.1,Serious,Visible debris present. High Aluminium evident indicating possible bearing/casing wear or Aluminium based grease source. The level of Chromium appears high and suggest wear of a pump and/ or hydraulic rods/pistons. ISO cleanliness particle count high. Action should be taken to correct - Consider fluid change and/or filter change. Additionally consider check unit for abnormal noise or vibration & feedback inspection findings.
14.0,12.0,3.0,0.6,5.0,30.0,0.0,0.0,0.8,0.0,0.6,0.1,0.1,0.4,3495.0,15.0,1082.0,114.0,1426.0,0.2,0.6,0.4,0.0,110.7,0.1,Normal,Condition satisfactory.
3.5,6.8,2.3,0.1,0.6,13.0,3.1,0.0,0.3,0.0,0.2,0.1,0.0,0.2,1285.0,4.6,631.0,160.0,529.0,0.2,0.0,0.7,0.0,34.4,0.1,Normal,Wear appears satisfactory. No significant contamination. Advise monitor at the recommended sampling period. 
14.0,10.0,2.1,0.4,12.0,53.0,0.0,0.0,1.3,0.0,1.1,0.2,0.1,0.4,3381.0,13.0,1121.0,112.0,1359.0,0.3,0.0,0.2,0.0,112.4,0.1,Normal,Condition satisfactory.
18.0,4.9,5.0,0.7,2.7,17.0,0.7,0.0,48.0,0.0,0.5,0.1,0.7,0.0,1469.0,931.0,712.0,69.0,946.0,0.0,0.0,2.6,0.0,92.5,0.1,Normal,Condition satisfactory.
0.8,6.6,15.0,1.0,17.0,25.0,0.2,0.8,49.0,0.1,0.5,0.1,0.7,0.1,1479.0,1006.0,663.0,54.0,951.0,0.3,0.0,36.0,0.0,90.5,0.1,Caution,The level of Aluminium appears high and suggests the presence of wear debris from a piston type material. Advice : Resample at the next service intervention.
0.9,6.4,1.5,0.2,2.5,4.1,0.0,0.0,0.5,0.0,0.2,0.2,0.0,0.0,1782.0,8.8,603.0,12.0,792.0,0.1,0.2,0.0,0.0,43.2,0.1,Normal,Condition satisfactory.
3.4,7.8,1.1,0.1,3.3,6.8,0.0,0.0,1.5,0.0,0.3,0.1,0.0,0.0,2541.0,8.1,798.0,14.0,998.0,0.2,0.2,0.0,0.0,41.7,0.1,Normal,Condition satisfactory.
0.5,6.3,1.9,0.2,0.2,3.0,0.0,0.2,0.7,0.0,0.4,0.0,0.0,0.0,2760.0,7.4,789.0,6.8,985.0,0.0,0.0,0.0,0.0,42.0,0.1,Normal,Condition satisfactory.
